None
None
None
1HHO, 6, 17050, 2841
None
1HHQ, 3, 11217, 3739
1HHS, 32, 181067, 5658
1HHT, 34, 55385, 1628
1HHU, 0, 42290, 1
1HHY, 0, 22768, 1
1HHZ, 0, 29932, 1
1HI0, 34, 53532, 1574
None
None
None
None
None
1HI6, 16, 29544, 1846
1HI8, 32, 65827, 2057
1HI9, 19, 50117, 2637
1HIA, 24, 26742, 1114
1HIB, 8, 8667, 1083
None
None
None
1HIJ, 7, 5781, 825
1HIK, 7, 6459, 922
None
None
None
None
None
None
1HIW, 3, 36100, 12033
1HIX, 5, 22088, 4417
1HIY, 3, 23811, 7937
1HIZ, 7, 35625, 5089
1HJ1, 19, 12201, 642
None
None
None
1HJ6, 19, 56169, 2956
1HJ8, 18, 76674, 4259
1HJ9, 14, 127965, 9140
1HJA, 18, 14545, 808
1HJB, 18, 26402, 1466
1HJC, 13, 28606, 2200
None
1HJF, 13, 35237, 2710
1HJG, 13, 41665, 3205
1HJJ, 10, 21217, 2121
None
1HJL, 10, 12165, 1216
1HJO, 7, 19996, 2856
None
1HJQ, 11, 13593, 1235
None
1HJS, 8, 114418, 14302
1HJT, 2, 11673, 5836
1HJU, 8, 76433, 9554
1HJV, 11, 47935, 4357
1HJW, 11, 39383, 3580
1HJX, 11, 153536, 13957
1HJZ, 8, 40691, 5086
1HK0, 10, 39021, 3902
1HK1, 41, 16849, 410
1HK2, 41, 14865, 362
1HK3, 41, 15206, 370
1HK4, 41, 24122, 588
1HK5, 41, 19015, 463
1HK7, 3, 55207, 18402
1HK8, 31, 44340, 1430
1HK9, 2, 19152, 9576
None
1HKB, 54, 58588, 1084
1HKC, 54, 42818, 792
1HKD, 0, 29973, 1
1HKF, 7, 11487, 1641
None
1HKH, 1, 119247, 119247
1HKI, 11, 13224, 1202
1HKJ, 11, 12488, 1135
1HKK, 11, 32843, 2985
1HKL, 12, 10159, 846
1HKM, 11, 13184, 1198
1HKN, 4, 56956, 14239
1HKQ, 5, 8693, 1738
1HKU, 16, 17069, 1066
1HKV, 12, 46081, 3840
1HKW, 12, 37817, 3151
1HKX, 6, 141462, 23577
1HL2, 11, 117328, 10666
1HL3, 16, 6420, 401
1HL4, 4, 50360, 12590
1HL5, 4, 265949, 66487
1HL6, 10, 23022, 2302
1HL7, 1, 118797, 118797
1HL8, 10, 37079, 3707
1HL9, 10, 40056, 4005
None
1HLB, 6, 5667, 944
None
None
None
None
1HLG, 12, 47643, 3970
None
1HLM, 6, 2748, 458
None
1HLP, 4, 14333, 3583
1HLQ, 4, 80457, 20114
None
None
1HLV, 14, 19318, 1379
None
1HLZ, 22, 7671, 348
1HM0, 9, 37758, 4195
1HM2, 16, 48570, 3035
1HM3, 16, 43549, 2721
None
1HM5, 20, 105352, 5267
None
None
1HM8, 9, 29218, 3246
1HM9, 9, 82248, 9138
None
1HMD, 3, 41381, 13793
None
None
None
1HMO, 3, 40708, 13569
None
None
None
None
1HMU, 16, 49740, 3108
None
1HMW, 16, 33057, 2066
None
1HN0, 25, 78138, 3125
1HN1, 39, 103688, 2658
1HN2, 0, 25530, 1
1HN4, 16, 35669, 2229
None
None
None
None
None
None
None
None
None
1HNI, 13, 37099, 2853
None
None
1HNL, 9, 9456, 1050
1HNN, 10, 34796, 3479
1HNO, 11, 17268, 1569
1HNU, 11, 26907, 2446
1HNV, 14, 32166, 2297
1HNW, 495, 241024, 486
1HNX, 495, 215677, 435
None
1HNZ, 495, 216718, 437
1HO1, 12, 87859, 7321
1HO3, 8, 22419, 2802
1HO4, 12, 54834, 4569
1HO5, 17, 81150, 4773
1HO8, 12, 22487, 1873
None
None
1HON, 13, 26828, 2063
1HOO, 13, 29591, 2276
1HOP, 13, 23665, 1820
None
None
None
None
1HOX, 20, 77409, 3870
1HOZ, 24, 79329, 3305
1HP0, 24, 34667, 1444
1HP1, 17, 71817, 4224
1HP4, 8, 47413, 5926
1HP5, 8, 52210, 6526
1HP7, 10, 23044, 2304
None
None
None
None
1HPL, 19, 40987, 2157
None
None
None
1HPT, 6, 2206, 367
1HPU, 17, 217522, 12795
None
None
1HPZ, 14, 29919, 2137
1HQ0, 2, 29261, 14630
1HQ1, 27, 46949, 1738
1HQ2, 4, 31265, 7816
1HQ3, 10, 79612, 7961
None
None
1HQ6, 13, 17611, 1354
1HQ7, 3, 5551, 1850
1HQ8, 10, 13870, 1387
None
1HQC, 5, 21465, 4293
1HQD, 3, 12973, 4324
1HQE, 14, 37612, 2686
None
None
None
None
1HQK, 3, 125145, 41715
1HQL, 3, 22043, 7347
None
1HQN, 7, 145672, 20810
1HQO, 7, 31560, 4508
None
1HQQ, 4, 63318, 15829
1HQR, 14, 14091, 1006
1HQS, 9, 114772, 12752
1HQT, 10, 15707, 1570
1HQU, 14, 37583, 2684
1HQV, 5, 10911, 2182
1HQW, 2, 14280, 7140
None
None
1HQZ, 3, 68718, 22906
1HR0, 497, 233024, 468
1HR2, 32, 60693, 1896
None
1HR6, 26, 166964, 6421
1HR7, 26, 157262, 6048
1HR8, 27, 134150, 4968
1HR9, 26, 90644, 3486
None
None
None
None
None
1HRK, 18, 75188, 4177
None
None
None
None
None
None
1HRU, 6, 58653, 9775
1HRV, 30, 110235, 3674
None
None
None
1HSE, 14, 14572, 1040
None
None
None
1HSJ, 8, 46308, 5788
None
None
1HSO, 26, 23667, 910
None
None
None
1HSW, 10, 5320, 532
1HSX, 10, 8033, 803
None
1HSZ, 22, 33035, 1501
1HT0, 22, 47572, 2162
1HT1, 19, 119635, 6296
1HT2, 19, 119651, 6297
None
1HT5, 28, 57793, 2064
1HT6, 16, 63348, 3959
1HT8, 28, 63346, 2262
None
None
1HTB, 23, 25646, 1115
None
None
None
None
None
1HTJ, 6, 12136, 2022
1HTL, 11, 19568, 1778
None
1HTN, 10, 5528, 552
1HTO, 12, 566185, 47182
None
1HTQ, 12, 566185, 47182
None
None
1HTV, 6, 18234, 3039
1HTW, 7, 48750, 6964
1HTY, 39, 148253, 3801
None
1HU0, 22, 22868, 1039
1HU3, 16, 12063, 753
1HU8, 15, 22686, 1512
1HU9, 19, 45106, 2374
None
1HUF, 3, 8860, 2953
1HUG, 3, 14676, 4892
1HUH, 3, 10150, 3383
1HUJ, 3, 31295, 10431
1HUK, 3, 27641, 9213
None
None
1HUP, 6, 7869, 1311
None
None
None
None
None
1HUV, 14, 28882, 2063
None
None
1HUY, 9, 12069, 1341
None
1HV0, 2, 24251, 12125
1HV1, 2, 15122, 7561
1HV4, 7, 30654, 4379
1HV5, 3, 59596, 19865
None
1HV7, 10, 24111, 2411
1HV8, 15, 19086, 1272
None
None
None
None
None
None
None
None
None
None
None
None
None
1HVQ, 8, 9145, 1143
None
None
None
1HVV, 5, 20870, 4174
1HVX, 12, 29718, 2476
1HVY, 13, 93878, 7221
1HW1, 4, 80630, 20157
1HW2, 17, 20274, 1192
1HW3, 14, 28800, 2057
1HW4, 18, 26450, 1469
1HW5, 10, 36380, 3638
1HW6, 3, 19874, 6624
1HW7, 11, 44529, 4048
1HW8, 33, 89748, 2719
1HW9, 33, 73786, 2235
None
None
1HWI, 33, 85329, 2585
1HWJ, 33, 80878, 2450
1HWK, 33, 87320, 2646
1HWL, 33, 101827, 3085
1HWM, 21, 13577, 646
1HWN, 21, 17104, 814
1HWO, 21, 13733, 653
1HWP, 21, 11960, 569
None
None
1HWU, 1, 36331, 36331
1HWW, 39, 87633, 2247
None
None
1HX1, 13, 43784, 3368
1HX3, 7, 26181, 3740
1HX5, 0, 9927, 1
1HX6, 7, 210373, 30053
1HX8, 19, 37999, 1999
1HX9, 20, 13147, 657
1HXA, 20, 41286, 2064
1HXB, 4, 12040, 3010
1HXC, 19, 42723, 2248
1HXD, 9, 26829, 2981
None
None
1HXG, 19, 21681, 1141
None
1HXI, 5, 22067, 4413
1HXJ, 18, 52651, 2925
1HXK, 39, 158223, 4057
1HXL, 5, 28430, 5686
None
None
None
None
1HXR, 7, 24595, 3513
None
1HXT, 3, 14848, 4949
1HXU, 3, 8883, 2961
None
1HXX, 3, 18403, 6134
1HXY, 14, 21813, 1558
1HXZ, 5, 28154, 5630
1HY0, 14, 47139, 3367
1HY1, 13, 73580, 5660
1HY2, 4, 38522, 9630
None
1HY5, 9, 22062, 2451
None
None
None
1HYE, 10, 25563, 2556
1HYF, 4, 10349, 2587
1HYG, 10, 19650, 1965
1HYH, 7, 105711, 15101
None
None
1HYO, 22, 219012, 9955
None
1HYQ, 6, 10622, 1770
None
1HYS, 36, 58301, 1619
1HYT, 2, 36899, 18449
1HYU, 15, 38370, 2558
1HYV, 6, 20922, 3487
1HYZ, 6, 8948, 1491
1HZ1, 4, 9293, 2323
None
1HZ5, 2, 31000, 15500
1HZ6, 2, 32317, 16158
1HZ9, 1, 12265, 12265
1HZA, 1, 9838, 9838
1HZB, 1, 40861, 40861
1HZC, 1, 32606, 32606
1HZD, 10, 76596, 7659
1HZF, 10, 15682, 1568
1HZG, 1, 25175, 25175
1HZH, 21, 68484, 3261
1HZI, 7, 12421, 1774
1HZJ, 16, 104643, 6540
1HZO, 5, 48687, 9737
1HZP, 14, 36191, 2585
1HZS, 0, 6233, 1
None
1HZU, 13, 19418, 1493
1HZV, 13, 17403, 1338
1HZW, 14, 45987, 3284
None
None
None
1I00, 14, 25564, 1826
1I01, 11, 56498, 5136
1I04, 10, 14728, 1472
1I05, 10, 12377, 1237
1I06, 10, 14743, 1474
1I07, 2, 9088, 4544
1I08, 3, 48504, 16168
None
1I0A, 10, 66792, 6679
None
1I0C, 2, 6548, 3274
None
1I0E, 15, 20985, 1399
1I0F, 3, 5637, 1879
1I0G, 3, 8684, 2894
1I0H, 3, 84648, 28216
1I0I, 8, 22986, 2873
1I0J, 3, 22110, 7370
1I0K, 3, 19830, 6610
1I0L, 8, 44338, 5542
1I0M, 3, 22406, 7468
1I0N, 3, 12223, 4074
1I0O, 3, 3476, 1158
1I0P, 3, 11877, 3959
None
None
None
None
1I0V, 4, 27338, 6834
1I0X, 4, 40949, 10237
1I0Z, 14, 39241, 2802
1I10, 13, 122997, 9461
1I12, 10, 163614, 16361
1I13, 8, 36405, 4550
1I14, 8, 30087, 3760
1I19, 17, 150170, 8833
1I1A, 38, 25054, 659
None
1I1C, 12, 13471, 1122
1I1D, 10, 62765, 6276
1I1E, 33, 53954, 1634
1I1F, 13, 44065, 3389
1I1G, 4, 13384, 3346
None
1I1I, 36, 36511, 1014
1I1J, 8, 38165, 4770
None
None
None
1I1N, 11, 31315, 2846
None
1I1P, 7, 6983, 997
1I1Q, 32, 60248, 1882
None
1I1W, 5, 176592, 35318
1I1X, 5, 87449, 17489
1I1Y, 13, 44065, 3389
None
None
1I21, 10, 38167, 3816
None
1I24, 16, 196311, 12269
None
1I29, 17, 23684, 1393
1I2A, 7, 24274, 3467
1I2B, 16, 63696, 3981
1I2C, 16, 82750, 5171
None
1I2E, 4, 8678, 2169
1I2F, 4, 7358, 1839
1I2G, 4, 8399, 2099
1I2H, 3, 14936, 4978
1I2K, 17, 22954, 1350
1I2L, 17, 17561, 1033
1I2M, 26, 123475, 4749
1I2N, 7, 51760, 7394
1I2O, 7, 49370, 7052
1I2P, 7, 49929, 7132
1I2Q, 7, 47894, 6842
1I2R, 7, 48494, 6927
1I2S, 5, 70437, 14087
1I2T, 3, 31449, 10483
1I2W, 5, 68735, 13747
1I2X, 2, 6546, 3273
1I2Y, 2, 26875, 13437
None
None
1I31, 15, 21919, 1461
None
None
1I36, 12, 51211, 4267
None
None
1I39, 9, 17423, 1935
1I3A, 9, 12904, 1433
1I3C, 4, 20164, 5041
1I3D, 3, 27815, 9271
1I3E, 3, 22658, 7552
1I3F, 4, 4178, 1044
None
1I3H, 2, 76521, 38260
1I3I, 4, 9287, 2321
1I3J, 15, 17547, 1169
None
None
None
None
None
None
None
None
None
1I3T, 4, 9068, 2267
1I3U, 3, 15016, 5005
1I3V, 3, 15610, 5203
1I3W, 3, 19747, 6582
1I3Z, 6, 7437, 1239
1I40, 5, 65983, 13196
None
None
1I44, 19, 13919, 732
1I45, 3, 50439, 16813
1I47, 4, 3959, 989
None
None
None
None
None
1I4F, 13, 75182, 5783
1I4G, 4, 30860, 7715
None
1I4J, 1, 16822, 16822
1I4K, 2, 63291, 31645
None
1I4M, 9, 10069, 1118
1I4N, 5, 19968, 3993
None
1I4P, 10, 15905, 1590
1I4Q, 10, 13934, 1393
1I4R, 10, 14722, 1472
1I4S, 2, 14687, 7343
None
1I4U, 6, 128196, 21366
1I4W, 17, 11632, 684
None
None
None
None
None
1I52, 8, 34414, 4301
None
None
None
1I57, 17, 23604, 1388
1I58, 5, 38349, 7669
1I59, 5, 27387, 5477
1I5A, 5, 26373, 5274
1I5B, 5, 36885, 7377
1I5C, 5, 28152, 5630
1I5D, 6, 7933, 1322
1I5E, 6, 13251, 2208
1I5F, 1, 26728, 26728
1I5G, 5, 24911, 4982
1I5I, 13, 6814, 524
None
1I5L, 2, 29712, 14856
1I5N, 7, 31180, 4454
1I5O, 15, 29502, 1966
1I5P, 15, 31509, 2100
1I5Q, 6, 65995, 10999
1I5R, 12, 36941, 3078
1I5S, 16, 18027, 1126
1I5W, 3, 10660, 3553
None
None
1I5Z, 9, 38793, 4310
1I60, 10, 143721, 14372
1I69, 10, 18113, 1811
1I6A, 11, 9301, 845
None
None
1I6I, 16, 24025, 1501
1I6J, 13, 24814, 1908
1I6K, 13, 44641, 3433
1I6L, 13, 44725, 3440
1I6M, 13, 38006, 2923
1I6N, 10, 35578, 3557
None
None
None
1I6S, 5, 19140, 3828
1I6T, 5, 49270, 9854
1I6U, 18, 30138, 1674
None
1I6W, 4, 41796, 10449
1I6X, 9, 23757, 2639
1I70, 2, 21829, 10914
1I71, 9, 15724, 1747
1I72, 19, 23342, 1228
1I73, 2, 28619, 14309
1I74, 5, 32540, 6508
1I75, 16, 100410, 6275
1I76, 2, 50575, 25287
None
1I78, 5, 27389, 5477
1I79, 19, 29621, 1559
None
1I7B, 19, 31024, 1632
1I7C, 19, 9674, 509
None
1I7E, 13, 19591, 1507
1I7F, 12, 10096, 841
None
None
None
1I7J, 3, 8683, 2894
None
1I7L, 18, 75930, 4218
1I7M, 19, 48878, 2572
None
1I7O, 10, 196322, 19632
None
1I7Q, 30, 88272, 2942
1I7R, 13, 44322, 3409
None
1I7T, 13, 20521, 1578
1I7U, 13, 73305, 5638
1I7W, 29, 102741, 3542
1I7X, 29, 44521, 1535
1I7Y, 15, 14336, 955
1I7Z, 13, 40980, 3152
None
1I81, 1, 35575, 35575
None
1I83, 16, 75856, 4741
None
1I86, 20, 53184, 2659
1I88, 20, 127656, 6382
1I89, 20, 60295, 3014
None
1I8B, 20, 51487, 2574
None
1I8F, 3, 62547, 20849
1I8I, 11, 9684, 880
None
1I8K, 11, 24620, 2238
None
1I8M, 17, 72591, 4270
1I8N, 7, 27864, 3980
1I8O, 5, 58848, 11769
None
1I8Q, 18, 47089, 2616
1I8T, 9, 54012, 6001
None
None
None
None
None
1I92, 3, 10950, 3650
None
None
None
None
1I9A, 8, 38784, 4848
None
1I9C, 27, 121680, 4506
1I9D, 6, 29637, 4939
1I9E, 2, 6254, 3127
1I9G, 9, 27574, 3063
None
1I9I, 14, 15557, 1111
1I9J, 14, 16910, 1207
None
None
None
None
None
None
1I9R, 17, 46507, 2735
1I9S, 12, 26497, 2208
1I9T, 12, 24070, 2005
None
1I9W, 23, 17685, 768
1I9X, 2, 4536, 2268
1I9Y, 9, 32930, 3658
1I9Z, 9, 44082, 4898
1IA1, 4, 34712, 8678
None
None
None
1IA5, 8, 21242, 2655
1IA6, 16, 33853, 2115
1IA7, 16, 24298, 1518
None
1IA9, 16, 51513, 3219
None
None
None
None
None
None
1IAH, 16, 32076, 2004
None
1IAJ, 16, 20775, 1298
None
None
1IAM, 7, 10629, 1518
None
None
1IAP, 10, 13175, 1317
1IAQ, 7, 10394, 1484
None
1IAS, 17, 59597, 3505
1IAT, 18, 81158, 4508
1IAU, 13, 17915, 1378
None
1IAW, 15, 32333, 2155
1IAX, 22, 23955, 1088
1IAY, 22, 13186, 599
1IAZ, 3, 27057, 9019
None
None
1IB2, 18, 36275, 2015
1IB4, 8, 33790, 4223
1IB5, 6, 5285, 880
1IB6, 8, 83908, 10488
1IBB, 6, 7073, 1178
1IBC, 19, 8078, 425
1IBD, 6, 8606, 1434
None
1IBF, 6, 7022, 1170
1IBG, 15, 12684, 845
1IBH, 5, 9449, 1889
1IBJ, 18, 39111, 2172
1IBK, 495, 193402, 390
1IBL, 498, 227639, 457
1IBM, 498, 191960, 385
1IBQ, 2, 25074, 12537
None
1IBS, 10, 19806, 1980
1IBT, 13, 34112, 2624
1IBU, 13, 17467, 1343
None
1IBW, 13, 15928, 1225
None
None
None
1IC1, 7, 13176, 1882
1IC2, 4, 26794, 6698
None
None
None
None
1IC8, 11, 14810, 1346
1ICC, 2, 23833, 11916
None
None
1ICG, 3, 6786, 2262
1ICI, 10, 30346, 3034
1ICJ, 6, 50764, 8460
1ICK, 3, 16102, 5367
1ICM, 3, 12574, 4191
1ICN, 3, 9899, 3299
1ICP, 16, 66921, 4182
1ICQ, 16, 54064, 3379
None
1ICS, 16, 40681, 2542
None
None
None
None
1ICX, 0, 9348, 1
1ID0, 5, 19159, 3831
1ID1, 6, 17912, 2985
1ID2, 6, 16042, 2673
1ID3, 31, 39294, 1267
None
1ID5, 18, 20967, 1164
None
None
None
None
None
None
None
1IDJ, 10, 23251, 2325
1IDK, 8, 25695, 3211
None
None
1IDO, 4, 21812, 5453
None
1IDQ, 15, 45669, 3044
1IDR, 4, 19709, 4927
1IDS, 2, 40381, 20190
1IDT, 6, 28431, 4738
1IDU, 15, 29878, 1991
None
1IE0, 9, 21965, 2440
1IE3, 8, 64878, 8109
None
1IE7, 31, 80351, 2591
1IE8, 14, 60789, 4342
1IE9, 14, 47074, 3362
None
None
None
None
1IEE, 10, 72347, 7234
None
None
1IEI, 13, 9831, 756
None
1IEL, 6, 44706, 7451
1IEM, 6, 33659, 5609
1IEP, 18, 39506, 2194
None
None
None
None
None
None
None
1IF2, 7, 18318, 2616
None
None
None
None
None
None
None
None
None
None
1IFH, 15, 11779, 785
1IFQ, 7, 24349, 3478
None
None
None
None
1IFV, 0, 15682, 1
1IFX, 5, 24251, 4850
None
1IG1, 4, 23449, 5862
1IG3, 11, 52363, 4760
1IG5, 0, 10381, 1
None
None
1IG9, 43, 38439, 893
1IGB, 9, 14421, 1602
1IGC, 20, 17183, 859
1IGD, 1, 23498, 23498
None
1IGI, 16, 7998, 499
1IGJ, 16, 27090, 1693
None
1IGN, 17, 33273, 1957
1IGO, 5, 16253, 3250
None
1IGQ, 0, 33860, 1
None
None
None
1IGU, 0, 7157, 1
1IGV, 0, 6166, 1
1IGW, 16, 96289, 6018
1IGX, 28, 18576, 663
None
1IGZ, 28, 22659, 809
1IH1, 3, 4207, 1402
1IH2, 3, 1206, 402
1IH3, 3, 7269, 2423
1IH4, 3, 14930, 4976
1IH6, 3, 58430, 19476
1IH7, 33, 89738, 2719
1IH8, 5, 38429, 7685
1IHA, 3, 6345, 2115
1IHB, 4, 22548, 5637
1IHC, 10, 14511, 1451
1IHD, 8, 21041, 2630
1IHF, 19, 38656, 2034
None
1IHH, 8, 3502, 437
1IHI, 12, 16383, 1365
None
None
None
1IHN, 5, 12671, 2534
1IHO, 12, 157775, 13147
1IHP, 14, 17223, 1230
1IHR, 2, 21483, 10741
None
None
1IHU, 17, 34273, 2016
1IHX, 16, 44055, 2753
1IHY, 16, 33047, 2065
None
1II0, 17, 46906, 2759
1II2, 24, 87675, 3653
None
None
1II5, 3, 31427, 10475
1II6, 11, 42888, 3898
None
None
1II9, 17, 38395, 2258
None
None
None
None
None
None
None
None
1IIM, 12, 45400, 3783
1IIN, 12, 93944, 7828
None
1IIQ, 4, 20446, 5111
1IIR, 9, 67017, 7446
1IIT, 3, 18808, 6269
None
1IIW, 3, 18461, 6153
None
1IJ0, 1, 7433, 7433
None
None
None
1IJ5, 6, 9848, 1641
1IJ6, 6, 9293, 1548
None
None
1IJB, 6, 25460, 4243
1IJD, 2, 15500, 7750
1IJE, 19, 21429, 1127
1IJF, 19, 11220, 590
1IJG, 10, 110311, 11031
1IJH, 15, 63693, 4246
1IJI, 13, 16452, 1265
None
1IJK, 24, 18204, 758
1IJL, 17, 8966, 527
None
1IJQ, 13, 127510, 9808
None
1IJS, 24, 283208, 11800
None
1IJU, 6, 26317, 4386
1IJV, 6, 40468, 6744
1IJW, 4, 5466, 1366
1IJX, 14, 73814, 5272
1IJY, 15, 53994, 3599
1IK3, 19, 48693, 2562
1IK4, 7, 68606, 9800
1IK5, 5, 8108, 1621
1IK6, 13, 22189, 1706
1IK7, 4, 15709, 3927
1IK9, 4, 34208, 8552
None
1IKE, 5, 19741, 3948
1IKF, 16, 14208, 888
None
None
1IKJ, 5, 39432, 7886
1IKK, 2, 6236, 3118
1IKN, 23, 25696, 1117
None
1IKP, 14, 116607, 8329
1IKQ, 14, 80413, 5743
1IKT, 4, 11556, 2889
1IKV, 16, 30584, 1911
1IKW, 16, 36519, 2282
1IKX, 16, 32921, 2057
1IKY, 16, 27395, 1712
1IL0, 8, 46922, 5865
1IL1, 15, 18605, 1240
1IL2, 45, 75742, 1683
1IL3, 5, 6237, 1247
1IL4, 5, 7755, 1551
1IL5, 5, 11290, 2258
1IL9, 5, 4607, 921
1ILC, 3, 8475, 2825
1ILD, 5, 9231, 1846
None
1ILG, 20, 12534, 626
1ILH, 20, 9655, 482
1ILK, 11, 13105, 1191
1ILR, 9, 18914, 2101
None
None
None
1ILV, 13, 79237, 6095
1ILW, 7, 9837, 1405
None
1ILZ, 5, 12728, 2545
1IM0, 5, 7686, 1537
1IM2, 16, 45411, 2838
1IM3, 17, 139483, 8204
1IM4, 5, 13143, 2628
1IM5, 7, 18038, 2576
1IM6, 4, 11718, 2929
1IM8, 11, 28515, 2592
None
None
None
None
None
None
None
1IMH, 15, 21103, 1406
None
None
None
1IMV, 7, 11991, 1713
1IMX, 7, 6871, 981
1IN0, 3, 40920, 13640
1IN4, 8, 45700, 5712
1IN5, 8, 23596, 2949
1IN6, 8, 28784, 3598
1IN7, 8, 27498, 3437
1IN8, 8, 26927, 3365
None
None
None
1INF, 28, 17683, 631
1ING, 23, 21811, 948
1INH, 23, 21384, 929
1INI, 8, 17144, 2143
1INJ, 8, 32045, 4005
1INL, 13, 207352, 15950
1INN, 9, 27532, 3059
None
None
None
None
None
1INV, 28, 17019, 607
1INW, 23, 31623, 1374
1INX, 23, 32785, 1425
1INY, 23, 17538, 762
1IO0, 7, 31872, 4553
1IO1, 1, 34961, 34961
1IO2, 2, 15170, 7585
1IO3, 3, 11597, 3865
1IO4, 24, 23169, 965
None
None
None
1IOA, 2, 16710, 8355
None
None
1IOD, 19, 20108, 1058
None
None
None
None
1IOL, 12, 12206, 1017
1IOM, 11, 86550, 7868
None
1IOO, 12, 53277, 4439
None
1IOQ, 9, 10994, 1221
1IOR, 9, 11370, 1263
1IOS, 9, 10356, 1150
1IOT, 9, 10390, 1154
None
None
None
None
None
None
None
None
None
None
1IPA, 3, 11584, 3861
1IPB, 7, 20845, 2977
1IPC, 7, 18428, 2632
None
1IPE, 15, 24872, 1658
1IPF, 15, 24953, 1663
None
1IPI, 3, 12996, 4332
1IPJ, 0, 25403, 1
1IPK, 0, 29543, 1
None
1IPS, 6, 36664, 6110
None
1IQ0, 10, 49220, 4922
None
None
1IQ5, 11, 17155, 1559
None
None
None
None
1IQA, 4, 25967, 6491
1IQB, 16, 14766, 922
None
1IQD, 21, 36620, 1743
None
None
None
None
None
None
None
None
None
None
1IQP, 11, 76084, 6916
None
None
None
None
1IQW, 18, 22111, 1228
1IQX, 11, 155223, 14111
1IQY, 11, 155223, 14111
1IQZ, 6, 48630, 8105
1IR0, 6, 35328, 5888
1IR1, 27, 175568, 6502
1IR2, 36, 763081, 21196
1IR3, 21, 27419, 1305
1IR6, 5, 21175, 4235
1IR7, 11, 8482, 771
1IR8, 11, 13581, 1234
1IR9, 11, 8828, 802
1IRA, 22, 15631, 710
1IRB, 15, 10031, 668
None
None
1IRE, 18, 43561, 2420
None
None
None
1IRM, 8, 26758, 3344
1IRN, 5, 15815, 3163
1IRO, 5, 19620, 3924
None
1IRU, 158, 189243, 1197
1IRV, 5, 3645, 729
1IRW, 4, 4146, 1036
None
1IS0, 3, 24043, 8014
1IS1, 6, 10326, 1721
None
None
None
None
None
1IS7, 18, 116689, 6482
1IS8, 18, 93283, 5182
None
None
None
None
1ISE, 6, 10601, 1766
1ISF, 15, 28047, 1869
1ISG, 15, 26500, 1766
1ISH, 15, 33456, 2230
1ISI, 15, 49396, 3293
1ISJ, 15, 38835, 2589
1ISM, 15, 16596, 1106
1ISN, 15, 9602, 640
None
1ISP, 4, 44395, 11098
1ISQ, 9, 13793, 1532
1ISR, 23, 7182, 312
1ISS, 23, 27833, 1210
1IST, 5, 18892, 3778
None
1ISV, 16, 66557, 4159
1ISW, 16, 57749, 3609
1ISX, 16, 58491, 3655
1ISY, 16, 78053, 4878
1ISZ, 16, 73276, 4579
1IT0, 16, 72322, 4520
None
None
None
None
None
1IT9, 12, 11094, 924
1ITB, 21, 20723, 986
1ITC, 17, 37453, 2203
None
1ITH, 4, 15181, 3795
1ITK, 21, 128274, 6108
None
1ITQ, 14, 30650, 2189
None
1ITU, 14, 46273, 3305
1ITV, 6, 36467, 6077
None
1ITX, 6, 139823, 23303
None
1IU1, 3, 32393, 10797
1IU3, 11, 16587, 1507
1IU4, 7, 55351, 7907
1IU5, 4, 8851, 2212
1IU7, 11, 172702, 15700
1IU8, 7, 54101, 7728
None
1IUA, 5, 63422, 12684
None
None
None
1IUE, 8, 24865, 3108
1IUG, 8, 41892, 5236
None
1IUJ, 4, 27568, 6892
1IUK, 4, 13445, 3361
1IUL, 4, 8008, 2002
1IUN, 8, 21088, 2636
1IUO, 8, 23950, 2993
1IUP, 8, 47196, 5899
1IUQ, 11, 61847, 5622
None
None
None
None
None
None
1IUZ, 3, 14743, 4914
None
None
None
None
1IV5, 4, 6532, 1633
None
1IV8, 21, 51748, 2464
None
1IVB, 28, 15271, 545
1IVC, 23, 28488, 1238
1IVD, 23, 33261, 1446
1IVE, 23, 25898, 1126
1IVF, 23, 23041, 1001
1IVG, 23, 38881, 1690
None
None
1IVJ, 8, 23812, 2976
None
1IVN, 5, 17352, 3470
None
None
None
None
None
1IVU, 11, 153547, 13958
1IVV, 11, 105467, 9587
1IVW, 11, 149479, 13589
1IVX, 11, 220799, 20072
None
1IW0, 4, 146824, 36706
1IW1, 4, 110921, 27730
None
None
None
1IW8, 5, 58545, 11709
None
1IWA, 24, 171752, 7156
None
1IWD, 9, 25003, 2778
1IWE, 13, 51615, 3970
None
None
None
None
None
1IWL, 2, 23909, 11954
1IWM, 5, 28172, 5634
1IWN, 5, 10629, 2125
None
None
1IWQ, 9, 11914, 1323
1IWT, 10, 24599, 2459
1IWU, 10, 24600, 2460
1IWV, 10, 24634, 2463
1IWW, 10, 24671, 2467
1IWX, 10, 24549, 2454
1IWY, 10, 24187, 2418
1IWZ, 10, 22830, 2283
None
1IX1, 8, 59353, 7419
1IX2, 5, 29450, 5890
1IX3, 8, 20619, 2577
1IX4, 8, 28899, 3612
None
None
None
1IX9, 3, 287434, 95811
None
1IXC, 7, 32756, 4679
1IXE, 11, 66309, 6028
None
None
None
1IXI, 0, 23495, 1
None
None
None
None
1IXN, 12, 50177, 4181
1IXO, 12, 57123, 4760
1IXP, 12, 55904, 4658
1IXQ, 12, 57991, 4832
1IXR, 7, 24633, 3519
1IXS, 6, 12434, 2072
None
None
1IXY, 15, 30421, 2028
1IXZ, 6, 13772, 2295
1IY0, 6, 5831, 971
